id,source,grade,semester,unit,difficulty,problem,answer,hint1,hint2,hint3,next_question
p_0356,orca,5,1,분수의 덧셈과 뺄셈,중간,레오와 라이언이 함께 48달러를 가지고 있습니다. 라이언이 그 금액의 2/3를 소유하고 있습니다. 레오는 라이언이 자신에게 10달러를 빚지고 있다는 것을 기억했지만 자신도 라이언에게 7달러를 빚지고 있었습니다. 빚을 청산한 후 레오의 돈은 얼마나 될까요?,19달러,라이언이 가진 금액을 먼저 구해보세요.,레오의 초기 금액을 총액에서 라이언의 금액을 빼서 구해보세요.,빚을 정산할 때 레오의 순수익이 얼마인지 계산해보세요.,"민수와 지훈이가 함께 60달러를 가지고 있습니다. 민수가 총액의 3/5를 가지고 있고, 지훈이는 민수에게 15달러를 빚지고 있지만 민수도 지훈이에게 5달러를 빚지고 있습니다. 빚을 청산한 후 지훈이가 가진 돈은 얼마인가요?"
p_0357,generated,5,1,분수의 덧셈과 뺄셈,어려움,민수는 3/4kg의 밀가루와 5/6kg의 설탕을 가지고 있습니다. 민수가 가지고 있는 재료의 총 무게는 얼마인가요?,"=""17/12kg""",분모를 같게 만들기 위해 통분하세요,3/4와 5/6의 최소공배수는 12입니다,계산 후 대분수로 표현하는 것을 잊지 마세요,통분이 필요한 분수 덧셈 문제를 하나 더 풀어보세요
p_0358,generated,5,1,분수의 덧셈과 뺄셈,어려움,"지우개가 5/8cm 줄어들고, 연필이 7/12cm 늘어났을 때, 전체 길이 변화는 얼마인가요?","=""7/24cm""",길이 변화를 비교하기 전에 통분하세요,8과 12의 최소공배수는 24입니다,어떤 것이 더 큰지 비교한 후 차이를 구하세요,통분이 필요한 분수 뺄셈 문제를 풀어보세요
p_0359,generated,5,1,분수의 덧셈과 뺄셈,어려움,1과 2/5L 통에 3/4L를 더 부은 후 5/6L를 사용했을 때 남은 양은?,"=""13/20L""",대분수를 가분수로 바꾼 후 통분하세요,"5, 4, 6의 최소공배수는 60입니다",덧셈 후 뺄셈을 순서대로 계산하세요,대분수가 포함된 혼합 계산 문제를 풀어보세요
p_0360,generated,5,1,분수의 덧셈과 뺄셈,어려움,사과 7/9개와 배 5/6개를 합친 후 2와 1/3개를 나눠먹었을 때 남은 과일은?,"=""1/18개""",과일 개수를 모두 더한 후 나눠준 양을 빼세요,분모를 18로 통분하면 계산이 쉬워집니다,대분수는 가분수로 바꿔 계산하세요,혼합 계산이 필요한 분수 문제를 풀어보세요
p_0361,generated,5,1,분수의 덧셈과 뺄셈,어려움,2와 3/5m 리본을 1과 7/10m 사용하고 남은 부분을 1/4m씩 자르면 몇 조각이 나오나요?,5조각,먼저 남은 리본 길이를 구하세요,대분수는 가분수로 바꿔 계산하세요,나눗셈은 역수로 곱하는 것을 기억하세요,실생활 응용 분수 문제를 풀어보세요
p_0362,generated,5,1,분수의 덧셈과 뺄셈,어려움,3/5시간 공부한 후 7/15시간 더 공부하면 총 몇 시간 공부한 것인가요?,"=""8/6 = 4/3시간""",시간 단위를 같게 만들기 위해 통분하세요,5와 15의 최소공배수는 15입니다,계산 후 대분수로 표현하는 것을 잊지 마세요,시간 계산 분수 문제를 풀어보세요
p_0363,generated,5,1,분수의 덧셈과 뺄셈,어려움,1과 1/4kg 설탕에서 5/8kg을 사용한 후 남은 양을 1/16kg씩 포장하면 몇 봉지인가요?,9봉지,먼저 남은 설탕 양을 구하세요,대분수는 가분수로 변환 후 계산하세요,나눗셈은 역수를 곱하는 방식으로 해결하세요,실생활 응용 분수 나눗셈 문제를 풀어보세요
p_0364,generated,5,1,분수의 덧셈과 뺄셈,어려움,5/6L 물통에 7/9L를 더 부은 후 1과 2/3L를 사용했을 때 남은 양은?,"=""10/18 = 5/9L""",물통의 양을 모두 더한 후 사용한 양을 빼세요,분모를 18로 통분하면 계산이 쉬워집니다,대분수는 가분수로 변환 후 계산하세요,혼합 계산이 필요한 분수 문제를 풀어보세요
p_0365,generated,5,1,분수의 덧셈과 뺄셈,어려움,3과 2/5m 천에서 1과 3/10m를 사용하고 남은 부분을 1/20m씩 자르면 몇 조각인가요?,11조각,먼저 남은 천의 길이를 구하세요,대분수는 가분수로 변환 후 계산하세요,나눗셈은 역수를 곱하는 방식으로 해결하세요,실생활 응용 분수 문제를 풀어보세요
p_0366,generated,5,1,분수의 덧셈과 뺄셈,어려움,7/8시간 작업 후 5/12시간 더 작업하고 1과 1/4시간 휴식했을 때 총 소요 시간은?,"=""13/6시간""",작업 시간을 모두 더하세요,분모를 24로 통분하면 계산이 쉬워집니다,대분수로 변환하는 것을 잊지 마세요,시간 계산 분수 문제를 풀어보세요
p_0367,orca,5,1,다각형의 둘레와 넓이,쉬움,밑변이 3.6이고 높이가 밑변의 2.5배인 삼각형이 있습니다. 삼각형의 넓이를 구합니다.,16.2,높이를 먼저 구해보세요. 밑변의 2.5배입니다.,삼각형의 넓이 공식(밑변 × 높이 ÷ 2)을 적용해보세요.,계산 과정에서 소수점 곱셈을 정확히 수행하세요.,밑변이 4.8이고 높이가 밑변의 3배인 삼각형의 넓이는 얼마인가요?
p_0368,orca,5,1,다각형의 둘레와 넓이,쉬움,"215.6제곱미터(m²) 면적의 직사각형 방이 있습니다. 이 방의 너비를 측정했을 때 14미터(m)가 나왔고, 길이를 측정하려고 하자 줄자가 끊어졌습니다. 방의 면적이 215.6제곱미터(m²)라는 정보를 사용하면 수직 길이는 얼마입니까?",15.4m,직사각형의 넓이를 구하는 공식을 떠올려 보세요.,넓이를 알고 있을 때 길이를 구하려면 어떤 계산을 해야 할까요?,215.6을 14로 나누어 계산해 보세요.,"가로가 12m, 세로가 8m인 직사각형의 넓이는 얼마입니까?"
p_0369,orca,5,1,다각형의 둘레와 넓이,쉬움,"조이는 너비 20피트, 길이 60피트의 직사각형 필드를 테이프로 감싸고 싶어합니다. 필드를 한 번 감싸고 나면 90피트의 테이프가 남게 됩니다. 조이는 처음에 얼마나 많은 양의 테이프를 가지고 있었나요?",250피트,직사각형의 둘레를 어떻게 계산하는지 생각해 보세요.,둘레를 구한 후 남은 테이프 길이를 더해야 합니다.,계산 과정에서 단위를 확인하세요.,"가로 15m, 세로 10m의 직사각형 화단을 테이프로 두르고 나면 20m의 테이프가 남았습니다. 처음에 테이프는 몇 미터 있었나요?"
p_0370,orca,5,1,다각형의 둘레와 넓이,쉬움,야니에게는 5개의 그림이 있습니다. 그림 중 3개는 5피트×5피트입니다. 한 그림은 10피트×8피트입니다. 마지막 그림은 높이가 5피트이고 너비가 9피트입니다. 모든 그림을 합친 총 면적은 얼마입니까?,200제곱피트,각 그림의 가로와 세로 길이를 곱해 면적을 구해보세요.,같은 크기의 그림은 한 번에 계산해도 됩니다.,모든 면적을 더한 값이 총 면적이 됩니다.,"직사각형의 가로가 12cm, 세로가 7cm일 때 넓이는 얼마인가요?"
p_0371,generated,5,1,다각형의 둘레와 넓이,쉬움,한 변의 길이가 7cm인 정사각형의 둘레는 몇 cm인가요?,28,정사각형의 둘레는 모든 변의 길이를 더하면 됩니다.,7cm인 변이 4개 있으므로 7을 4번 더해보세요.,20cm보다 큰지 작은지 생각해 보세요.,"직사각형의 가로가 10cm, 세로가 4cm일 때 둘레는 몇 cm인가요?"
p_0372,generated,5,1,다각형의 둘레와 넓이,쉬움,밑변이 12cm이고 높이가 5cm인 삼각형의 넓이는 몇 cm²인가요?,30,삼각형의 넓이는 밑변과 높이를 곱한 후 2로 나눕니다.,12와 5를 먼저 곱하고 그 결과를 반으로 나누어 보세요.,계산 결과가 25cm²보다 큰지 작은지 확인해 보세요.,"밑변 8cm, 높이 3cm인 삼각형의 넓이는 몇 cm²인가요?"
p_0373,generated,5,1,다각형의 둘레와 넓이,쉬움,"가로가 6m, 세로가 4m인 직사각형의 넓이는 몇 m²인가요?",24,직사각형의 넓이는 가로 길이와 세로 길이를 곱합니다.,6과 4를 곱한 값을 생각해 보세요.,계산 결과가 20보다 큰지 작은지 확인해 보세요.,"가로 5m, 세로 7m인 직사각형의 넓이는 몇 m²인가요?"
p_0374,generated,5,1,다각형의 둘레와 넓이,쉬움,"밑변이 10cm이고 윗변이 6cm, 높이가 4cm인 사다리꼴의 넓이는 몇 cm²인가요?",32,사다리꼴의 넓이는 윗변과 밑변을 더한 후 높이를 곱하고 2로 나눕니다.,10과 6을 더한 값에 4를 곱하고 2로 나누어 보세요.,계산 결과가 30cm²보다 큰지 작은지 확인해 보세요.,"밑변 8cm, 윗변 4cm, 높이 3cm인 사다리꼴의 넓이는 몇 cm²인가요?"
p_0375,generated,5,1,다각형의 둘레와 넓이,쉬움,한 변의 길이가 5cm인 정사각형의 넓이는 몇 cm²인가요?,25,정사각형의 넓이는 한 변의 길이를 제곱합니다.,5를 두 번 곱한 값을 생각해 보세요.,계산 결과가 20보다 큰지 작은지 확인해 보세요.,"가로 7cm, 세로 7cm인 정사각형의 넓이는 몇 cm²인가요?"
p_0376,generated,5,1,다각형의 둘레와 넓이,쉬움,"직사각형의 가로 길이가 8cm이고 세로 길이가 5cm일 때, 이 직사각형의 넓이는 몇 cm²인지 구하세요.",40,직사각형의 넓이는 가로와 세로를 곱해서 구할 수 있습니다.,8cm × 5cm를 계산해 보세요.,8 × 5의 곱셈 결과를 생각해 보세요.,"가로가 6cm, 세로가 3cm인 직사각형의 넓이는 몇 cm²인가요?"
p_0377,orca,5,1,다각형의 둘레와 넓이,중간,"밑변이 7.2미터(m), 높이가 7미터(m)인 삼각형 필드와 같은 면적을 가진 직사각형 필드를 만들고자 합니다. 직사각형 필드의 너비가 4미터(m)인 경우, 길이는 몇 미터(m)여야 하나요?",6.3m,삼각형의 넓이를 먼저 계산해 보세요.,직사각형의 넓이는 길이와 너비를 곱한 값입니다.,삼각형의 넓이와 직사각형의 넓이가 같다는 점을 이용해 방정식을 세워보세요.,"넓이가 36cm²인 직사각형의 가로가 6cm일 때, 세로는 몇 cm인가요?"
p_0378,orca,5,1,다각형의 둘레와 넓이,중간,"카슨은 야간 경비원입니다. 그는 길이가 600피트, 폭이 400피트인 창고 외곽을 순찰해야 합니다. 카슨이 창고 주변을 10바퀴 돌아야 하는데 피곤해서 2번 건너뛰었다면, 하룻밤에 몇 미터를 걸어야 할까요?",4876.8미터,직사각형의 둘레는 (가로 + 세로) × 2로 계산합니다.,피트를 미터로 변환하려면 0.3048을 곱해야 합니다.,순찰 횟수는 계획보다 2번 적었으므로 8바퀴 돌았습니다.,"길이가 150m, 폭이 100m인 운동장을 5바퀴 돌면 총 몇 미터를 걷게 될까요?"
p_0379,orca,5,1,다각형의 둘레와 넓이,중간,"재웅이는 그림 종이에 면적이 80제곱센티미터(cm2)인 다이아몬드 모양의 지붕을 그렸습니다. 이 지붕의 한 대각선의 길이가 16센티미터(cm)라면, 다른 대각선의 길이는 센티미터(cm) 단위로 얼마입니까?",10cm,마름모의 넓이를 구하는 공식이 무엇인지 생각해 보세요.,공식에 주어진 값을 대입한 후 미지수를 구해 보세요.,"계산 과정에서 단위(cm, cm²)를 확인해 보세요.",한 대각선이 12cm이고 다른 대각선이 18cm인 마름모의 넓이는 얼마입니까?
p_0380,generated,5,1,다각형의 둘레와 넓이,중간,"직사각형의 가로 길이가 8cm이고 세로 길이가 5cm일 때, 이 직사각형의 넓이는 몇 cm²인지 구하시오.",40,직사각형의 넓이는 가로와 세로를 곱해서 구합니다.,8과 5를 곱한 값을 생각해 보세요.,단위(cm²)를 꼭 붙여 주세요.,"가로 6cm, 세로 3cm인 직사각형의 넓이는 몇 cm²인가요?"
p_0381,generated,5,1,다각형의 둘레와 넓이,중간,"한 변의 길이가 7cm인 정삼각형의 넓이는 몇 cm²인지 구하시오. (단, √는 사용하지 않습니다.)",21,정삼각형 대신 평행사변형으로 문제를 다시 생각해 보세요.,평행사변형의 넓이는 밑변 × 높이입니다.,"밑변 7cm, 높이 6cm를 곱해 보세요.","밑변 5cm, 높이 4cm인 평행사변형의 넓이는 몇 cm²인가요?"
p_0382,generated,5,1,다각형의 둘레와 넓이,중간,"밑변이 10cm이고 높이가 6cm인 사다리꼴의 넓이는 몇 cm²인지 구하시오. (단, 윗변은 밑변과 길이가 같습니다.)",30,사다리꼴의 넓이는 (윗변 + 밑변) × 높이 ÷ 2로 구합니다.,윗변과 밑변의 합을 먼저 계산한 후 높이와 곱하고 2로 나눕니다.,단위를 cm²로 표기하세요.,"밑변 8cm, 윗변 2cm, 높이 5cm인 사다리꼴의 넓이는 몇 cm²인가요?"
p_0383,generated,5,1,다각형의 둘레와 넓이,중간,한 변의 길이가 5cm인 정사각형의 둘레는 몇 cm인지 구하시오.,20,정사각형은 모든 변의 길이가 같습니다.,한 변의 길이에 4를 곱해 보세요.,단위(cm)를 꼭 붙여 주세요.,한 변 3cm인 정사각형의 둘레는 몇 cm인가요?
p_0384,generated,5,1,다각형의 둘레와 넓이,중간,"가로 12cm, 세로 8cm인 직사각형의 둘레는 몇 cm인지 구하시오.",40,직사각형의 둘레는 가로와 세로를 더한 후 2를 곱합니다.,12와 8을 먼저 더하고 2를 곱해 보세요.,단위(cm)를 확인해 주세요.,"가로 7cm, 세로 5cm인 직사각형의 둘레는 몇 cm인가요?"
p_0385,generated,5,1,다각형의 둘레와 넓이,중간,밑변이 9cm이고 높이가 4cm인 삼각형의 넓이는 몇 cm²인지 구하시오.,18,삼각형의 넓이는 밑변과 높이를 곱한 후 2로 나눕니다.,9와 4를 곱하고 2로 나누어 보세요.,단위(cm²)를 잊지 마세요.,"밑변 6cm, 높이 3cm인 삼각형의 넓이는 몇 cm²인가요?"
p_0386,generated,5,1,다각형의 둘레와 넓이,중간,"한 변의 길이가 10cm인 마름모의 넓이는 몇 cm²인지 구하시오. (대각선이 서로 수직이며, 한 대각선의 길이는 12cm입니다.)",60,마름모의 넓이는 두 대각선을 곱하고 2로 나눕니다.,주어진 대각선 12cm와 다른 대각선 10cm를 사용해 보세요.,12 × 10 ÷ 2를 계산하면 됩니다.,대각선 8cm와 6cm인 마름모의 넓이는 몇 cm²인가요?
p_0387,generated,5,1,다각형의 둘레와 넓이,어려움,"정사각형의 한 변의 길이가 7cm일 때, 이 정사각형의 둘레와 넓이를 각각 구하세요.","둘레: 28cm, 넓이: 49cm²",정사각형의 모든 변의 길이는 같습니다.,둘레는 모든 변의 길이를 더한 값입니다.,넓이는 가로 길이 × 세로 길이입니다.,정사각형의 한 변의 길이가 9cm일 때 둘레와 넓이는 얼마인가요?
p_0388,generated,5,1,다각형의 둘레와 넓이,어려움,"가로 5cm, 세로 8cm인 직사각형의 둘레와 넓이를 구하세요.","둘레: 26cm, 넓이: 40cm²",직사각형은 마주보는 변의 길이가 같습니다.,둘레는 (가로 + 세로)의 두 배입니다.,넓이는 가로 길이 × 세로 길이입니다.,"가로 6cm, 세로 10cm인 직사각형의 둘레와 넓이는 얼마인가요?"
p_0389,generated,5,1,다각형의 둘레와 넓이,어려움,"밑변 12cm, 높이 5cm인 평행사변형의 넓이를 구하세요.",60cm²,평행사변형의 넓이는 밑변 길이와 높이를 곱해서 구합니다.,높이는 밑변에 수직으로 내린 거리입니다.,단위는 cm²로 표시합니다.,"밑변 15cm, 높이 4cm인 평행사변형의 넓이는 얼마인가요?"
